,REVIEW_COMMENT_MESSAGE,SENTIMENT
5836,valor nota fiscal n veio valor total pago simplesmente chaegou valor frete cobrado,1
5837,produto entregue al m prazo estimado,1
5838,recebi produto antes prazo tudo certo qualidade produto boa,1
5839,linda cadeira entregue dentro prazo perfeito estado f cil montagem tima qualidade recomendad ssimo,1
5840,recebi produto perfeito entrega r pida problema algum,1
5841,sempre compro site vem material bom veio mto ruim parece len ol t fino estampa veio conforme foto material deixou desejar comprei 2 ainda pensando bom,1
5842,recebi antes prazo entrega m dia recebi produto quebrou utilizar bal soco inadmiss vel produto defesa pessoal n pode quebrar j mandei foto,0
5843,simplesmente n entregaram sequer deram alguma satisfa,0
5844,gostei logo vou adquir maiorr volume parab ns,1
5845,"valor produto site 175,00 frete 12,73 ..... emitiram nota fiscal valor 137,00 .... inferior valor site ...",0
5846,ainda n recebi produto bem atrasado nao recebi nenhuma satisfa ainda,1
5847,anunciam produto marca entregam outra inclusive n deram resposta sobre outro produto comprei trata-se fonte xbox 360 an ncio original chegou similar ai,0
5848,produto veio defeito motor rel gio,0
5849,agora acho lannister deve supervisionar melhor parceiros n aja contradi parceiros neste caso primeiro disseram erro sobre envio chegou tempo,1
5850,absurdo disseram caminho repente aparece `` indispon vel `` ningu m entra contato devolu dinheiro favor verificar r pido poss vel procuro procom,0
5851,produto entregue corretamente antes prazo estabelecido tima qualidade,1
5852,recebi parte tens comprados apenas 3 unidades kit cor p rola faltaram 2 unidades kit cor preta,0
5853,excelente loja sempre posso fa compras aqui,1
5854,comprei recebi combinado nada reclamar indico certeza at jose,1
5855,produto bonito fornecedor entregou data estabelecida,1
5856,kit comprado composto 7 pe apenas 6 entregues,1
5857,otimo entregue bam antes prazo contratado,1
5858,bom produto tecido inferior imaginava timo tamanho chegou antes prazo estipulado s ficou pouco abaixo qualidade tecido recomendo farei novas compras,1
5859,empresas trabalham correios grande descaso clientes pois `` transportadora '' n respeito ningu m,0
5860,recebi produto data programada f cil montar pr tico pendurar roupas sapatos s aguenta quantidade pequena roupas,1
5861,chegou prazo produto bom recomendo funcionou perfeitamente computador,1
5862,excelente produto chegou antes prazo recomendo parab ns,1
5863,bolsas s otima qualidade bom material,1
5864,demora n d satisfa motivo atraso,0
5865,prazo entrega grande ainda n recebi produto rastreando aguardando chegar ag ncia retirar solicito ajuda junto correios sobre caso obg,1
5866,entrega ocorreu at antes prazo nota 100 m produto aparelho veio adesivo medidas descolado achei bem sens vel produto valor pago,1
5867,boa tarde recebi tapete eva n recebi boneco authentic games fa,0
5868,produto chegou r pido veio tudo certo,1
5869,primeira vez fa compra comprei cartucho d marca canon enviaram compat vel .resultado n funcionou impressora,0
5870,prazo entrega bem antes previsto produto acordo descri es recomendo,1
5871,tudo certo bem embalado chap u lindo,1
5872,produto recebido antes previsto exatamente conforme adquirido,1
5873,est faltando cortina azul n veio igual imagem .. irei abrir reclama junto reclame aqui,0
5874,gostei tapete bem bonito parecido foto compraria novamente nesta loja,1
5875,parceiros muitos bons cumpre realmente vc deseja enrola antes prazo nota 1000,1
5876,al m esperado brinquedo legal filho gostou entrega n preciso dizer n entregue antes prazo estipulado lannister melhor tudo pre agilidade entrega otimo,1
5877,f cil comprar entrega r pida posicionamento compra correta excelente,1
5878,entrega prazo satisfeito produto alta qualidade,1
5879,produto n chegou at mim quero cancelar aguardo estorno,0
5880,fiz pedido duas b blias cor azul recebi cor preto quero trocar menos cor certa azul att,1
5881,timo produto pre bom entrega prazo tudo certo,1
5882,produto veio defeito rel gio soltando fundo pr pria pulseira rel gio fazia soltar,0
5883,comprei produto cor ilustrada site loja americana site mostra preto produto chegou aqui veio todos mesma cor tabaco,0
5884,recebi duas cadeiras compradas aguardo retorno at momento nada,0
5885,dois produtos listados entregue nico veio necessarie colar n chegou at presente momento,0
5886,cancelei compra dia assim enviaram produto quero fazer devolu,0
5887,toalhas realmente n s grossas s gdes bonitas p uso di rio gostei,1
5888,ainda n recebi produto comunicada respeito motivo ocorrido posi lannister,0
5889,data entrega bem antes data prevista,1
5890,mercadoria ainda n chegou absurdo fiz compra mercado livre saindo s paulo lugar desse parceiro voc s encomenda j chegou pac voc s nada,0
5891,comprei toner cf 360x hp 508x preto original alto rendimento m entregaram toner cf360a hp 508a preto baixo rendimento ainda testar toner defeito,0
5892,impressora acusa cartuchos falsificados impress est normal.n sei realmente s originais,1
5893,pena diferen data entrega geral recomendo,1
5894,contar ningu m acredita capa chegou antes smartphone ambos comprados dia lannister emitiu nota fiscal ainda,1
5895,comprei 2 unidades recebi apenas 1 unidade,1
5896,fiquei mt feliz ter comprado nesse site confian,1
5897,disseram q produto estoque compra n produto acarretou transtorno enorme inc modo mim,0
5898,produto veio bem lacrado todo original,1
5899,adorei sempre entrega r pida produto tima qualidade,1
5900,exelente produto entrega r pido esperado ...,1
5901,diferentemente lojas lannister empresa entregando exatamente dia estipulado demora entrega,1
5902,super adooorei delineador bem preto smp usei mac serio belle angel surpreendeu pq achei barato iria ruim nao ... unico problema q pequeno,1
5903,recebi antes data prevista.produto tudo ordem,1
5904,ainda aguardando entrega produto solicitei sendo j excedeu prazo previsto entrega insatisfeito,0
5905,qualquer produto compre voc recebo dentro prazo qualifica es.continuem assim seriedade trabalho far brasil virar pa s excel ncia presta servi,1
5906,n recebi at agora produto.j mandei dois emails solicitando informa n resposderam nada,0
5907,ainda aguardando produto previsto entregue dia 22/08/2017 hoje dia 24/08/2017 n chegou ainda at presente momento,0
5908,produto estragado liguei central vcs n obtive retorno,0
5909,s acho tarifa correio est cara deixando comprar devido frete recebi pedi prazo,1
5910,recebi produto defeito proceder devolver aguardo orienta,0
5911,envia p ag.correio n avisa vence dt d retirada pago frete rea d risco marica.perdeu cliente 1 pedido .ap s 30 dias avisam q n receberei compra 2 pedido,0
5912,liguei stark sexta dia 23 aonde informado chegaria segunda 26. m n chegou liga argumentou devido greve correios m garantiu chegava,0
5913,recebi produto bem embalado prazo recomendo loja,1
5914,produto bom dentro expectativas acertei compra,1
5915,produto tima qualidade excelente entrega .. recomendo,1
5916,fiquei satisfeita cm mercadoria super recomendo,1
5917,entrega antes prazo empresa precisa melhor atualiza status envio produto produto avaliado forma positiva,1
5918,produto ordem pouco demora processamento envio informa es separa estoque prepara pra envio nota fiscal antes entraga transportadora,1
5919,produto veio rapido porem percebi h alguns parafusos pe enferrujados,1
5920,problema incompet ncia correios j melhores empresas brasil opini usu rios hoje falida p ssima presta servi,1
5921,material chegou usado somente pist assento encosto p s. faltarram parafusos suporte sustenta encosto manual instala devido fatos quero trocar cadeira,0
5922,recomendo baratheon todos valor produtos entrega r pida seguran obrigado sentido feliz,1
5923,chegou dias antes esperado produto bom,1
5924,produto bom s valor frete caro n recomendo,1
5925,n compraria novamente recomendo ningu m. comprei ba considerando previs entrega antes natal at presente data n recebi pedido,0
5926,compra feita 2 estantes azul outra verde recebi apenas estante azul est faltando entrega segunda estante,1
5927,respeitam prazos produtos bem embalados otimas dimens es produto atende bem proposto recomendo pode comprar medo,1
5928,incompat vel 2 cartuchos black azul,1
5929,produto bom qualidade chegou bem antes prazo exatamente oque queria,1
5930,sempre compro recomendo loja pois sempre recebi compras at antes prazo,1
5931,aguardando resolu incidente pois ainda n recebi produto ...,0
5932,adorei produto tempo entrega r pido,1
5933,deu tudo certo recebi produto certo dentro prazo,1
5934,produto chegou perfeitas condi es antes previsto recomendo,1
5935,produto totalmente diferente foto n gostei pois falava corta luz pl stico super fino,0
5936,entrega efetuada bem antes prazo informado parab ns atendimento obrigada,1
5937,envelope s livros embora nota fiscal listasse dois livros comprados ainda n recebi posicionamento respeito questionamento,0
5938,cliente baratheon h algum tempo sempre recebi produtos prazo perfeito necessidade troca,1
5939,produto veio bocal desfiados algumas partes solicito troca outro,0
5940,n recebi todos produtos adquiridos faltaram carrinho beb conforto recebi apenas base/assento aguardo esclarecimentos,0
5941,comprei dois produtos h m s n recebi nenhum,0
5942,n recebi produto ainda n avaliar,0
5943,bom entregou produto antes prazo estipulado parab ns,1
5944,m produto deu defeito sendo encaminhado autorizada,1
5945,base acrilico veio trincada vazamento envolta torneira,0
5946,produto entrega prazo ainda n utizei mercadoria satisfeito,1
5947,vdd paguei 3 produtos recebi somente 2 produtos quero saber qd chega terceiro n posso ficar preju zo pois confio nesta empresa obgdo,1
5948,comprei 4 aparelhos s chegaram 2. cad outros,0
5949,bom pre timo prazo entrega parabens recomendo j instalei moto,1
5950,comprei 2 produtos recebi 1 caixa nota fiscal 2 produtos m apenas 1 produto barato mandei email loja respons vel n obtive resposta ...,0
5951,n recebi produto at momento.estou insatisfeita,0
5952,comprei esperando produto original selo inmetro recebi 3 bonecos s claramente falsificados embalagens amassadas selo inmetro,0
5953,josiane funcion ria lannister .com merece todo respeito prestesa corre comportamento tico profissional,1
5954,ate momento n recebi compra constando rastreamento entregue,0
5955,recomendo bom produto chegou antes prazo estabelecido,1
5956,bom produto comprou produto certo excelente,1
5957,acho deveria vir manual instru es uso ..,1
5958,produto superou expectativas tima qualidade bem acabado,1
5959,comprei produto anunciado entregaram outro aguardando corre parte loja,0
5960,nota 10. falhas comunicacao correios quanto sistema lannister nota 10. excelente,1
5961,fiquei satisfeito qualidade acabamentos colar s n dei 5 estrelas pois anuncio falava cor produto prata chegou mm grafite,1
5962,apesar falar cooler compativel purificador descricao anuncio nao devolver esperei toa,0
5963,lindo 3 super indico rapidez entrega,1
5964,loja ligou informando transportadora est dificuldades finalizar entrega,0
5965,tima entrega antes prazo garantia estendida n veio dados est incorretos,0
5966,irei comprar novamente pois site confian entrega pra zo estipulado,1
5967,tudo dentro prometido produto prazo timo atendimento,1
5968,n rastreamento produto veio desmontado n manual,1
5969,produto ainda n chegou j passou prazo entrega,0
5970,entregue atraso correio n d loja,1
5971,entrega r pida ... lentes s excelentes,1
5972,chegou prazo certo .. recomendo loja,1
5973,chegou produto verificar suporte tv faltou aste ajuste tv,0
5974,ainda n consegui receber produto casa,0
5975,produto dentro expectativas boa qualidade bonito recomendo,1
5976,rapidez resolver troca deixou bem feliz burocracia bastante efici ncia,1
5977,tempo espera mandaram produto ag ncia correios sei onde fica pesquisar bem longe n achei justo ir at l pois paguei frete pra receber casa,0
5978,capa parece grande saco lixo capa carros horr vel p ssima qualidade n recomendo,0
5979,n recebemos notas produtos possivel grav ssimo transporte nota fiscal cliente fica garantias site stark n poss vel imprimir preciso notas,0
5980,primeiro pedido veio faltando 1 item recebi 1 semana compro outros sites achei frete vcs caro posso recomendar loja vou pensar melhor antes fazer outra compra,1
5981,modelo travesseiro n muuuito alto bem duro bom busca tipo,1
5982,produto chegou ok embalagem veio toda danificada ainda bem antena resistente .. pena n onde colocar fotos abra,1
5983,recebi antes prazo feio conforme an ncio amei,1
5984,podem comprar cumpre oque prometem parabens,1
5985,comprei papel parede ap s confirma envio recebi telefonema dizendo n produto fariam estorno valor ap s 10 dias recebi produto correto correios,1
5986,cadeira confort vel timo custo benef cio,1
5987,produto chegou entregue m recusado poisja havia cancelado ter comprado tamanho errado,1
5988,talvez devido greve caminhoneiros ate agora nao recebi produto,1
5989,poderiam ter op frete sedex transportadora agilizar entrega,1
5990,bom ... embalagem corret ssima ... produto qualidade,1
5991,produto chegou antes prazo previto ... tudo ok,1
5992,preciso cadeira urg ncia pessoa defici ncia,0
5993,preciso cadeira comprei j faz m s nada entrega,0
5994,produto maravilhoso compra f cil entrega antes prazo perfeito super indico,1
5995,oieee boa tarde recebi produto n pedi acho veio engano favor veja devo proceder troca quanto anteriormente produto deveria vim ta sobremesa chamada,0
5996,embora vindo pacotes separados levando crer primeiro momento extravio parte entrega est deu maneira extremamente r pida,1
5997,ainda n usei produto qualidade n fr gil compramos paralelo recomendo,1
5998,n recebi produto ningu m posi q vai feito triste,0
5999,comprei bem adiantado pois presente anivers rio sobrinho n chegou loja entreou contato apenas 1 vez n respondeu,0
6000,entregou antes prazo produto correspondeu espectativas,1
6001,chegou antes prazo veio tudo certinho ..,1
6002,produto n t macio bem fino bonito,1
6003,s acuso recebimento cadeira sendo comprei duas,0
6004,tudo certinho entrega r pida frente caro,1
6005,bom poder confiar loja virtual produto boa qualidade r pido entrega timo trabalho,1
6006,achei fino tecido costura simples sei l parece feito casa almofada veio linha grande acabamento cortar n gostei,0
6007,recebi jogo bege vermelho ainda nao,0
6008,demorou pouco pra chegar veio dentro prazo,1
6009,comprei cinta enviaram touca solicito devolu,0
6010,entrega prazo produto bom ligaram antes pra informar existia produto outra cor poderia enviada antes preferi esperar ter cor desejada pontuais,1
6011,n sei q n rwcebi peoduto ainda,0
6012,entregue antes prazo s n gostei qualidade capinha celular,1
6013,produto dentro esperado boa embalagem excelente atendimento,1
6014,s n gostei porque produto n veio nenhuma caixa apenas saquinho comprei revender embalagem especifica fica pouco desvalorizado,1
6015,gostei produto s n gostei porque retirar correios,1
6016,"fiz compra dois produtos rel gio valor 175,00 outro valor 270,00 entanto recebi produto valor menor q q pago outro valor 270,00 n recebi",0
6017,material veio dentro prazo tima qualidade,1
6018,demorou produto postado entrega demorou ainda pra chegar,1
6019,comprei 2 recebi apenas 1 unidade produto n veio nenhum comunicado justificativa aguardo regulariza situa,0
6020,super recomendo produtos chegaram r pido timo estado,1
6021,entrega prazo produto qualidade exatamente anunciado recomendo loja,1
6022,otimo produto so demorou chegar causa greve caminhoneiros produtos sao otimos,1
6023,site super seguro pra compra entrega garantida al m produtos excelente qualidade,1
6024,comprei 02 produtos lonas esteiras lx 150 movement faturados cart cr dito apenas 01 chegou resid ncia nota fiscal quiser envio,0
6025,estampa produto mesma solicitei vou querer trocar,1
6026,n recebi produto ainda sabem correios porcaria insistem fazer tipo envio,0
6027,fiz v rias compras ltimos meses produtos entregues corretos bem antes prazo excelente,1
6028,pedido chegou antes data prevista satisfeit ssima,1
6029,encomendei modelo capa entregaram outro totalmente insatisfeita primeira vez acontece compra,0
6030,recebi somente kit colcha cortina nao recebi,0
6031,mercadoria entregue prazo h pequena diferen cor.lojista esclareceu d vidas whatszap ponto negativo item pedido entregue separadamente onerando custos frete,1
6032,comprei produto n entregue nada at momento,0
6033,produto entregue mto rapido amei atendeu mionha expectativas,1
6034,produto veio avariado n devolvido hora pq entregador n p esperar confer ncia abri caixa retirar pl stico bolha equipamento est quebrado condi es uso,0
6035,an ncio n informa voltagem produto,0
6036,pr variar lannister entrega prazo valor m dia mercado simplicidade praticidade esperamos,1
6037,parab ns entrega feita sucesso satisfeita,1
6038,fiz pedido dois halteres entregue somente um.a nota veio marcado dois s entregue,0
6039,lojas timas confian a. recomendo sim compro anos confian a. obrigada atendimentos aten,1
6040,todas vezes comprei baratheon surpreendida rapidez entrega sempre chega antes prazo falar qualidade produtos ... sinto super feliz cliente vcs,1
6041,atendeu rapidinho chegou antes prazo estipulado recomendo,1
6042,previsto pra en receber 30 dias contudo recebi 15 dias parab ns,1
6043,ainda n usei produto chegou lacrado s espero original,1
6044,entregue dentro prazo achei prazo longo j fiz outras compras bem geis nesta loja quanto produto tudo ok,1
6045,produto tima qualidade entregue antes prazo,1
6046,entrega r pida produto atende finalidade mobiliando apartamento usaremos arara quartos al m organizar bem sapatos camisas palit libera espa guarda roup,1
6047,recebi apenas metade produtos estouno aguardo retorno at agora j tentei contato at momento sucesso ningu m atende telefones referidos falta respeito abuso,0
6048,lindo modelo entregue adiantado ... bom,1
6049,favor mudem especifica es produto anuncio existe coment rio mochila aberta fica 64cm n fica propaganda enganosa comprei pensando nessa medida dei mal,0
6050,veio faltando produto comprei 2 cortinas s veio 1 resolver problema mudo avalia,0
6051,prazo sido indicado hora compra acho muuuuuuuito demorado quase m s pra entregar apenas dois cartuchos impressora,0
6052,prazo entrega 20 dias j passaram 22 dias sinal entrega absurdo principalmente pois frete caro,0
6053,produto corresponde an ncio qualidade boa pre at inferior prazo entrega previsto bastante antecipado pedido chegou hora precisava produto agradecid,1
6054,revoltada falta compromisso comprei dia 12/07 s hoje avisada n produto cart vou ter pagar pra esperar reembolso,0
6055,infelizmente n avaliar pois n sei atraso entrega culpa vendedor correios acho lojas procurar outra alternativa al m correios,1
6056,produto bom maior q imaginava documentos n cabem cnh q tirar pl stico pra guardar carteira pois n cabe pl stico identidade n cabe geral boa,1
6057,produto veio direitinho m embalado jornal manual embalagem,1
6058,compra segura entregue antes prazo entrega parab ns todos,1
6059,produto entregue dois dias ap s compra empresa parceira extremamente eficiente,1
6060,poderiam n cobrar frete vcs n entregam,0
6061,boa loja recomendo amigos entrega r pida eficiente boa,1
6062,recebi apenas lumin ria comprei tr s. n recebi churrasqueira momento n recomendaria loja espero solu ent avaliarei novamente,0
6063,comprei duas unidades determinado produto sendo chegou apenas,0
6064,super recomendo chegou prazo tudo correto amei,1
6065,enganado ficou faltando produto entregaram pedido completo compro lannister .. h muitos anos nunca tipo problema antes,0
6066,fiquei super chateada pq fiz pedido vcs 15 dias chegou email avisando q n produto motivo n indico fiquei super chateada,1
6067,produto conforme anunciado entrega feita menos 48 horas,1
6068,comprei duas bonecas lol s veio,0
6069,chegou antes prazo ... excelente qualidade ...,1
6070,encomenda natal n chegou tempo.espero chegue ano novo.sempre comprei nunca ocorreu n receber.aguardando resposta urgente,0
6071,n fiquei satisfeita propaganda enganosa pois disseram luminoso verdade n .e agora preciso luminoso noite l gico aplica rem dios tipo insulina vainia l cia,0
6072,recebi produto bem antes prazo final,1
6073,gostei tapete bonito m achei baixo,1
6074,adorei entrega super r pida super indico,1
6075,chegou at antes dia gostei produto recomendo espero dure m filha kkk,1
6076,produtos s boa qualidade pre adquiri excelente,1
6077,ap s 45 dias compra produto n entregue n consigo informa es sobre motivo atraso previs data nova entrega j fiz 5 contatos sucesso obter maiores detal,0
6078,entrega super r pida produto lindo excelente qualidade recomento,1
6079,agrade acho demorou pouco pra chegar pois levou 15 d .mas assim agrade,1
6080,timo produto chegou bem antes prazo fiquei satisfeita,1
6081,adorei aquisi es ... lindos ... amei,1
6082,ainda est prazo previsto achei mto longo,0
6083,recebi at antes prazo perfeitas condi es funcionamento satisfeito,1
6084,certeza indico j fazendo propaganda amigas certeza comprarei,1
6085,recomendo produto entrega prazo problemas instala driver,1
6086,primeiro produto veio defeito reclamei enviaram outro rapidamente perfeito estado ainda levei brinde pode confiar respeitam consumidor,1
6087,produto nao esperava fragil super caro,0
6088,n posso opinar pois n recebi,0
6089,n sei est acontecendo preciso produto urgente at agora n chegou m s,0
6090,recomendo todos necessitam deste produto pois timo qualidade impress,1
6091,produto entregue certinho antes prazo ... adorei,1
6092,tapete fino ... bonito podia grossa parte baixo,1
6093,comprei dois porta talheres recebi apenas at momento juntamente nf onde constam dois produtos,0
6094,achei parecidos alguns produtos ainda assim super indico s otima qualidades,1
6095,acredito poderia servir tampa levanta frente fica fixa fundo,1
6096,aprova cr dito r pida entrega bem antes data limite produto bom nota 10,1
6097,produto chegou especifica es timo estado tima loja,1
6098,sempre comprei nesta loja sempre recebi mercadoria correta,1
6099,parabens recebi produto perfeito estado prazo,1
6100,veio antes prazo produto boa qualidade gostei bastante recomendo,1
6101,atraso entrega n consegue ctt empresa,0
6102,comprei produto antes black friday at momento n entregue quase 1 m s espera,0
6103,sempre recebo produtos adquiridos nessa empresa transportadora sempre r pido m enviam correios demorado corre risco termos retirar,1
6104,at hoje n encontrei site t respons vel cumpre normas antes esperado,1
6105,pedido n entregue consta site entregue,0
6106,produto tima qualidade lindo recebi antes previsto,1
6107,confio site lannister porem metodo entrega deixa desejar depender terceiros prazo estimado entrega ato compra nao confiavel,1
6108,qualidade boa pre bom entrega rapida est parab ns agradecido ari,1
6109,produto bem menos prazo ok entrega ok m produto parece camel n bonita parece comprei loja mat ria mochila n pior parece camel,1
6110,n sei motivo 4 tens adquiridos produto entregues apenas 3. despacho feito individualmente at momento ainda falta entrega,0
6111,mandei diversas reclama es somente respondida m n atendida,0
6112,comprei 2 rel gios entregaram apenas 1. aguardo posicionamento loja qto estorno valor cart,0
6113,comprei duas vezes nesse site sempre entrgaram antes previsto certeza recomendo,1
6114,recebi produto grande anteced ncia produto qualidade cumpre prometido propaganda/fotos,1
6115,entregou super r pido produto boa qualidade,1
6116,empresa entregou suplemento falsificado total irresponsabilidade sa consumidor stark tamb m perde credibilidade aceitar parceiras empresas inid neas,0
6117,produto timo entrega super r pida,1
6118,n extremamente exigente recomendo produto veio pequenos arranh es nenhuma avaria tudo ok,1
6119,quero sugerir empresa embalagens adequadas produto comprei banquetas recebi caixas ferro passar mostra empresa n profissionalismo,1
6120,produto chegou embalagem p ssimo estado faltando componentes montagem danificado nao recomendo,0
6121,rel gio pouco pequeno bem bonito tima qualidade ... adorei compra,1
6122,comprei 2 travesseiros entregue apenas 1. entrar contato empresa receber segundo item pedido,0
6123,chegou antes prazo facil configurar entender funcionalidades bom uso,1
6124,bom gostei come fiquei mendo agora recomendo pra todas pessoais,1
6125,produto veio avariado ate momento n obtive retorno solicita,0
6126,produto veio empedrado n consist ncia colora misturar gua,1
6127,recebi produto conforme an ncio ...,1
6128,chegou bem antes prazo parab ns,1
6129,comprei cores vieram todas erradas escolhe tanto cuidado veio td diferente n compro pq ate vc tentar conseguir trocar muita dor cabe,0
6130,n reclamar primeira compra loja online lannister tranquilo acompanhei tudo app sinal super indico timo servi,1
6131,pena demora tanto saudades tempo comprava site lannister recebia mesma semana,1
6132,entrega passou pouco prazo justificaram produto bom recomento,1
6133,luz forte base s lida firme bastante pot ncia parece resistente f cil instalar recomendo,1
6134,"mim satisfa fazer compra nessa loja sempre gostei produtos pena frete t alto conforme outros sites poderia livre acima 100,00",1
6135,retirar produto ag ncia correios extremamente distante casa recomendaria ag ncia distribui directlog pois entrega realmente feita,1
6136,site valida compra ter pago recebo informa produto est indispon vel,0
6137,"entrega r pida m produto p ssima qualidade fino n passou perto esperava est certo barato n pagaria 10,00",0
6138,comprei 4 toners magenta amarelo ciano preto fornecedores tonerbras fez nota amarelo magenta m entregou 2 magentas n consigo fazer troca,0
6139,produto veio nenhum problema chegou antes prazo estipulado simples montar recomendo,1
6140,boa tarde recebi apenas 1 par luvas x11 posso entrar contato receber segundo par agrade desde j ...,0
6141,produto boa qualidade entregue antes previsto tudo correto,1
6142,timo vendedor atencioso prestativo sr. bruno atendeu maneira gentil eficiente recomendo,1
6143,pedido veio faltando produto preciso resolver,0
6144,produto n entregue atrasado acho americana vendeu produto n existe,0
6145,s aguardando outro controle remoto claro livre ainda n chegou,1
6146,qualidade tinta n boa cor laranja exemplo saiu marrom n gostei,0
6147,acredito n ter recebido conta greve n indico lannister motivo venda televis defeito,0
6148,caso precise levar algo pesado latas vasilhas cheias ruim cooler al costurada aba velcro alimento/bebida pesado 500g al puxa aba abre,1
6149,achei lindo espelho recomendo loja pois chegou antes prazo,1
6150,produto feio n recomendado loja ok,1
6151,pneus entregues prazo gostaria relatar problema apesar ter sido entregue dois pneus modelo marca iguais parece semi-novo n 0 km conforme an ncio ...,1
6152,produto veio bem antes prazo adorei,1
6153,at agora n recebi simples capinha comprei capa antes telefone pra n correr risco ficar telefone novo capa telefone j chegou tempo capa at agora nada,0
6154,produto bom fixa aplica duas vezes,1
6155,n consegui obter informa es sobre entrega produto,0
6156,produto veio lampada quebrada esperando retorno baratheon,1
6157,produto atendeu expectativas comprei namorada gostou,1
6158,s recebi parte pedido mikrotik routerboard rb951ui-2hnd n chegou quero saber proceder sera feito ...,0
6159,bom chega sempre s nunca nunca nunca consigo retirar nfe entro site digito c digo mandam sempre sempre d erro,1
6160,adorei chegou bem antes prazo entrega,1
6161,recebi produto fuciona normalmente porem diferente imagens ilustrad site j avia comprado outro site veio replica identica original n recomendo,0
6162,site lannister informa tipo saco descart vel nano site n diz n mero recebi nano 11 maior saco aspirador vou ver funciona corretamente,1
6163,adc carrinho 2 pneus separadamente tratar mesma loja juntaram 1 nf 1 envio m chegou apenas 1 pneu onde consta peso nota 11k 2 despacho 5k s veio 1,0
6164,bom recebi antes prazo entrega adorei bem bonitas bolsas recomendo,1
6165,produto veio defeito cortina veio embalagem violada produto danificado queimado fiz reclama direto loja ficaram retornar n retornaram at hoj,0
6166,mercadoria atraso nenhuma satisfa dada falta compromisso cliente,0
6167,pedido chegou super r pido tima qualidade fiquei pouco apreensiva antes entrega j problemas outras lojas parceiras stark,1
6168,bom venderdor tudo entregue forme esperava,1
6169,bom servi prestado entrega rapida controle funcionando perfeitamente,1
6170,produto bom s acho q deveria vim manual explicativo,1
6171,est parab ns produto correto entregue antes prazo estabelecido,1
6172,opini voc s deviam acompanhar semanalmente quinzenalmente entrega,0
6173,n entregaram at hj n estornaram cart,0
6174,ainda n oportunidade experimentar produto avaliar qualidade chegou dentro prazo determinado bem embalado,1
6175,quero trocar n est carregando tablete est c defeito,0
6176,toalha q referem piso banheiro veio cor bege nao8na cor vermelho est amostra,1
6177,forma fina enviaram correio compro baratheon porque enviam transportadora prefiro pois aqui area restrita retirar ag ncia,1
6178,site alia praticidade muita efic cia satisfeito,1
6179,produto ainda n instalei entrega super r pido,1
6180,bom dia comprei 2 controles chegou apenas 1,0
6181,panos chegaram otima qualidade rapido esperado td certinho farei novas compras,1
6182,adorei veio ate antes tempo recomendo sim .....,1
6183,kit cheiroso vieram bem embalados protegidos parab ns vez entrega dentro prazo,1
6184,gostei produto entrega r pida timo,1
6185,comprei 4 kit manicure s recebi 1,0
6186,data chegar 14 agosto produto chego ainda julho,1
6187,sempre confiei compra onlaine fiz todo protocolo escolhi produto recebi veio marca diferente ainda nao funciona sendo bloqueado preciso encomenda urgente,0
6188,comprei 4 lumin rias at momento recebi 3. j liguei empresa respons velpela entrega informada devo receber logo lumin ria falta,0
6189,otimo produto entrega dentro prazo super recomendo,1
6190,fiquei medo n exatamente desejava surpreendi chego antes tempo previsto tudo certo,1
6191,cortina bonita boa qualidade chegou prazo estipulado,1
6192,bem atendida satisfeita aquisi o. site compra vez enviou produto dentro prazo necessitava receber produto,1
6193,entrega prazo perfeito estado ... parab ns,1
6194,produto n entregue gostaria saber nova previs entrega processo entrega est situa nota fiscal emitida desde 26/nov/2017 ter nunca ido transportadora,0
6195,s n melhor pois pe chegou avariada provavelmente ocorreu durante transporte ...,1
6196,at momento ningu m entrou contato sobre produto n consigo rastrear,0
6197,j comprei v rias vezes nessa loja recomendo,1
6198,produto chegou prazo ok m n veio nota fiscal ainda aguardando envio e-mail,1
6199,produto entregue prazo funcionando perfeitamente detalhe apenas longo prazo entrega certas cidades interior recomendo loja,1
6200,comprei vai fazer dois meses paguei frete n entregaram vou procon .... n primeira vez vc fazem nunca compro nesse sait,0
6201,produto bom descrito anuncio chegou antes prazo estimado,1
6202,levou quase m s chegar cartucho tinta uso cont nuo,0
6203,recebi rapidez incr vel antes prazo limite,1
6204,boa promo compra feita hora receber mercadoria so veio parte agora fa vai resolver problema olha confiava targaryen,0
6205,empresa targaryen vende produto n entende nada sobre ele.manda procurar fonoaudi loga,0
6206,n veio produto queria veio outro produto chateado loja gosto loja lannister dessa vez chateou,0
6207,momento n recomendo p ningu m chateada espero receber produtos ok,0
6208,carregador fone fr geis n prece original,0
6209,demora entrega carteiro n espera atendimento alega aus ncia ...,1
6210,at hoje arma n chegou passados quase 2 meses lannister n prestam dar nenhum posici0namento total absurdo desrespeito,0
6211,material resistente compara aqui regiao 50 metros n perde qualidade imagem recomendo,1
6212,n recebi produto at hj est dizendo cancelei compra .o n vedd quero resposta,0
6213,s achei ruim n fica p outros,1
6214,"nesse pedido recebi somente pel cula vidro capa n recebi n pedido pagamento boleto valor 65,68 incluso frete",1
6215,bom produto entregue conforme especifica es dentro prazo,1
6216,produto excelente qualidade voltagem veio diferente informei lannister .com antes embarque enesio assim enviaram 110 inves 220v,0
6217,"paguei queria dar prsente filho rapaz .. entregaram l cor dourada dia comprei +ou r 100,00 barato n cor escolhi",1
